PLAYER_NAME,MIN,POINTS,REBOUNDS,ASSISTS,STEALS,BLOCKS,USG_PCT,MINUTES_5GAME_AVG,POINTS_5GAME_AVG,REBOUNDS_5GAME_AVG,ASSISTS_5GAME_AVG,STEALS_5GAME_AVG,BLOCKS_5GAME_AVG,OPP_TEAM,COURT,BTB,TEAM_E_OFF_RATING,TEAM_E_DEF_RATING,TEAM_E_PACE,OPP_E_OFF_RATING,OPP_E_DEF_RATING,OPP_E_PACE
Delon Wright,28,11,3,4,4,1,17.86,,,,,,,TOR,Home,False,111.7,109.5,98.5,109.8,115.8,101.8
Delon Wright,19,7,2,5,2,0,21.05,,,,,,,TOR,Home,False,111.7,109.5,98.5,109.8,115.8,101.8
Delon Wright,21,7,2,2,0,0,19.05,,,,,,,ATL,Away,False,111.7,109.5,98.5,114.0,116.7,102.6
Delon Wright,21,9,1,4,4,1,28.57,,,,,,,WAS,Away,False,111.7,109.5,98.5,108.3,116.8,104.9
Delon Wright,21,5,0,1,2,0,9.52,22.0,7.8,1.6,3.2,2.4,0.4,POR,Home,False,111.7,109.5,98.5,105.0,114.5,100.0
Delon Wright,16,0,3,3,0,0,0.0,19.6,5.6,1.6,3.0,1.6,0.2,GSW,Home,False,111.7,109.5,98.5,114.7,112.4,101.8
Delon Wright,30,8,4,1,0,0,10.0,21.8,5.8,2.0,2.2,1.2,0.2,CLE,Home,False,111.7,109.5,98.5,112.8,109.9,99.5
Delon Wright,22,5,1,3,1,0,13.64,22.0,5.4,1.8,2.4,1.4,0.2,NOP,Home,False,111.7,109.5,98.5,115.0,110.1,100.2
Delon Wright,15,2,2,1,0,0,13.33,20.8,4.0,2.0,1.8,0.6,0.0,CLE,Away,False,111.7,109.5,98.5,112.8,109.9,99.5
Delon Wright,16,1,2,4,1,0,6.25,19.8,3.2,2.4,2.4,0.4,0.0,PHI,Away,True,111.7,109.5,98.5,113.8,111.0,100.1
Delon Wright,21,6,3,0,2,0,14.29,20.8,4.4,2.4,1.8,0.8,0.0,DET,Away,False,111.7,109.5,98.5,107.2,116.0,102.2
Delon Wright,3,0,0,0,0,0,0.0,15.4,2.8,1.6,1.6,0.8,0.0,DEN,Away,False,111.7,109.5,98.5,115.6,110.5,99.1
Delon Wright,17,2,2,4,1,0,5.88,14.4,2.2,1.8,1.8,0.8,0.0,POR,Away,True,111.7,109.5,98.5,105.0,114.5,100.0
Delon Wright,35,13,2,5,2,1,22.86,18.4,4.4,1.8,2.6,1.2,0.2,SAC,Away,False,111.7,109.5,98.5,113.8,112.9,101.1
Delon Wright,3,0,0,0,0,0,33.33,15.8,4.2,1.4,1.8,1.0,0.2,NOP,Away,False,108.3,116.8,104.9,115.0,110.1,100.2
Delon Wright,5,2,1,1,0,0,20.0,12.6,3.4,1.0,2.0,0.6,0.2,DAL,Away,False,108.3,116.8,104.9,115.2,112.6,102.4
Delon Wright,7,4,2,4,1,1,42.86,13.4,4.2,1.4,2.8,0.8,0.4,PHI,Home,True,108.3,116.8,104.9,113.8,111.0,100.1
Delon Wright,4,0,0,0,0,0,0.0,10.8,3.8,1.0,2.0,0.6,0.4,BOS,Away,False,108.3,116.8,104.9,120.2,109.0,99.5
Delon Wright,13,5,1,0,2,0,15.38,6.4,2.2,0.8,1.0,0.6,0.2,CLE,Home,False,108.3,116.8,104.9,112.8,109.9,99.5
Delon Wright,13,2,1,2,1,0,7.69,8.4,2.6,1.0,1.4,0.8,0.2,PHX,Home,False,108.3,116.8,104.9,114.9,111.5,100.8
Delon Wright,6,3,2,1,0,1,16.67,8.6,2.8,1.2,1.4,0.8,0.4,MIA,Home,False,108.3,116.8,104.9,111.7,109.5,98.5
Delon Wright,14,4,0,0,0,0,14.29,10.0,2.8,0.8,0.6,0.6,0.2,LAC,Home,False,108.3,116.8,104.9,116.1,112.3,99.7
Delon Wright,9,5,2,1,0,0,22.22,11.0,3.8,1.2,0.8,0.6,0.2,SAS,Away,False,108.3,116.8,104.9,107.5,113.8,103.5
Delon Wright,11,2,2,3,1,0,9.09,10.6,3.2,1.4,1.4,0.4,0.2,DET,Away,False,108.3,116.8,104.9,107.2,116.0,102.2
Delon Wright,5,0,1,1,0,0,0.0,9.0,2.8,1.4,1.2,0.2,0.2,UTA,Home,True,108.3,116.8,104.9,112.0,117.7,102.2
Delon Wright,9,4,0,3,0,0,22.22,9.6,3.0,1.0,1.6,0.2,0.0,MIN,Home,False,108.3,116.8,104.9,113.1,106.2,99.5
Delon Wright,17,6,2,0,1,1,17.65,10.2,3.4,1.4,1.6,0.4,0.2,DEN,Home,True,108.3,116.8,104.9,115.6,110.5,99.1
Delon Wright,20,6,4,4,3,1,20.0,12.4,3.6,1.8,2.2,1.0,0.4,SAS,Home,False,108.3,116.8,104.9,107.5,113.8,103.5
Delon Wright,11,5,2,1,1,0,27.27,12.4,4.2,1.8,1.8,1.0,0.4,NYK,Away,False,108.3,116.8,104.9,114.1,111.2,97.8
Delon Wright,16,5,1,4,1,0,12.5,14.6,5.2,1.8,2.4,1.2,0.4,DET,Home,False,108.3,116.8,104.9,107.2,116.0,102.2
